PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.Organisms	[1] Ctrl_1.raw.PG.Log2Quantity	[2] Ctrl_2.raw.PG.Log2Quantity	[3] Ctrl_3.raw.PG.Log2Quantity	[4] Ctrl_4.raw.PG.Log2Quantity	[5] Ctrl_5.raw.PG.Log2Quantity	[6] TreatA_1.raw.PG.Log2Quantity	[7] TreatA_2.raw.PG.Log2Quantity	[8] TreatA_3.raw.PG.Log2Quantity	[9] TreatA_4.raw.PG.Log2Quantity	[10] TreatA_5.raw.PG.Log2Quantity	[11] TreatB_1.raw.PG.Log2Quantity	[12] TreatB_2.raw.PG.Log2Quantity	[13] TreatB_3.raw.PG.Log2Quantity	[14] TreatB_4.raw.PG.Log2Quantity	[15] TreatB_5.raw.PG.Log2Quantity
K7ER95	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	Homo sapiens	14.062	14.303	NA	13.878	13.913	14.054	NA	NA	14.292	NA	13.995	NA	14.213	14.286	13.872
E7EPK6	RPS24	ribosomal protein S24	Homo sapiens	16.84	17.267	16.58	16.644	16.786	16.757	17.431	17.474	16.649	16.316	17.212	17.035	NA	17.175	16.708
A0AAG2TNP7	LOC124906752	putative protein FAM90A13P	Homo sapiens	NA	NA	NA	12.902	NA	NA	NA	NA	NA	NA	15.388	15.182	NA	15.303	14.554
A6NCW2	SNURF	SNRPN upstream open reading frame	Homo sapiens	15.07	14.66	14.588	NA	NA	16.949	17.016	17.875	16.49	16.95	17.314	17.11	17.032	17.327	17.066
Q6ZTI6	ZNF664-RFLNA	ZNF664-RFLNA readthrough	Homo sapiens	18.677	17.934	17.544	17.144	18.494	17.789	17.787	19.021	18.031	17.373	NA	18.61	18.437	18.096	18.076
B8ZZ47	IMP4	IMP U3 small nucleolar ribonucleoprotein 4	Homo sapiens	18.301	18.642	18.659	18.237	19.352	20.827	20.763	21.035	20.318	20.501	18.786	18.645	18.679	18.953	18.791
Q12996	CSTF3	cleavage stimulation factor subunit 3	Homo sapiens	NA	14.749	NA	NA	14.106	16.726	16.284	17.017	15.587	NA	NA	15.359	NA	NA	NA
A2RRD8	ZNF320	zinc finger protein 320	Homo sapiens	16.678	16.207	15.921	15.894	16.685	18.62	18.42	18.982	18.523	18.565	16.785	16.803	16.885	16.65	15.944
M0QWZ7	SARS2	seryl-tRNA synthetase 2, mitochondrial	Homo sapiens	18.339	17.821	17.456	17.371	17.64	16.246	15.972	16.708	16.477	15.858	17.362	18.122	17.968	18.638	17.657
B2RA81	NOG	noggin	Homo sapiens	16.529	16.879	16.431	15.965	16.274	15.706	16.422	16.561	15.834	15.779	16.216	16.241	16.402	16.35	NA
Q6PJY6	PACS1	phosphofurin acidic cluster sorting protein 1	Homo sapiens	18.86	19.384	19.133	19.066	19.432	19.214	18.652	19.766	18.978	18.947	18.9	19.949	18.865	19.634	18.946
P19105	MYL12A	myosin light chain 12A	Homo sapiens	17.507	17.796	17.228	16.708	17.97	17.84	17.247	17.932	17.149	17.311	17.168	17.964	17.761	18.043	17.144
Q96DC7	TMCO6	transmembrane and coiled-coil domains 6	Homo sapiens	NA	19.724	19.183	NA	18.69	20.127	20.05	19.917	19.646	19.338	20.128	19.912	20.015	19.803	19.51
Q7LC54	NMUR2	neuromedin U receptor 2	Homo sapiens	19.992	NA	19.34	19.2	19.338	19.276	18.895	19.552	19.637	19.358	19.549	19.708	NA	NA	18.913
Q9H4T2	ZSCAN16	zinc finger and SCAN domain containing 16	Homo sapiens	NA	14.914	15.578	15.688	15.788	NA	15.256	15.843	15.033	16.132	15.358	16.416	16.338	15.856	15.246
A8K6R5	RADX	RPA1 related single stranded DNA binding protein, X-linked	Homo sapiens	14.088	NA	NA	13.331	13.63	NA	NA	NA	NA	NA	NA	12.586	NA	NA	NA
Q2M1I2	C9orf50	chromosome 9 open reading frame 50	Homo sapiens	14.259	14.095	NA	NA	13.93	NA	NA	NA	NA	NA	NA	NA	13.598	NA	13.426
A8K2U1	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase	Homo sapiens	18.564	18.28	17.529	17.962	17.722	17.947	18.71	18.305	18.044	17.702	NA	19.15	17.89	18.619	18.204
A0AV43	JAG1	jagged canonical Notch ligand 1	Homo sapiens	18.278	17.977	17.908	17.849	18.056	18.455	17.598	17.951	17.996	18.116	NA	18.063	18.212	17.101	18.325
B1N8M6	LOC124900571	killer cell immunoglobulin-like receptor 2DS1	Homo sapiens	14.65	NA	NA	14.317	15.147	NA	14.411	NA	14.536	15.033	17.162	17.744	17.373	17.455	16.986
P80108	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	Homo sapiens	15.963	15.513	14.738	15.76	15.554	15.628	NA	16.129	15.193	15.693	15.318	15.157	15.371	NA	15.167
A1L411	VN1R2	vomeronasal 1 receptor 2	Homo sapiens	10.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B4DLE8	CRYBG3	crystallin beta-gamma domain containing 3	Homo sapiens	NA	17.456	18.386	18.079	18.078	16.995	16.093	17.211	NA	NA	18.289	18.5	18.025	18.065	17.75
C9JCR4	FRA10AC1	FRA10A associated CGG repeat 1	Homo sapiens	16.035	15.848	16.208	15.528	15.77	15.853	NA	15.956	16.06	15.817	15.639	16.31	15.884	16.189	NA
A0A024RA38	KBTBD2	kelch repeat and BTB domain containing 2	Homo sapiens	19.226	19.404	19.584	18.756	18.152	19.594	19.018	19.457	19.381	19.151	18.376	18.956	19.593	19.139	18.842
Q7L5U3	TP53I13	tumor protein p53 inducible protein 13	Homo sapiens	18.929	19.018	19.024	18.89	19.563	19.182	18.846	19.712	18.812	18.147	18.715	19.425	19.144	18.565	18.34
B7Z6H0	SCAP	SREBF chaperone	Homo sapiens	16.2	15.565	16.349	15.337	15.708	NA	16.422	16.869	15.747	15.98	16.295	16.305	16.13	16.399	15.537
Q4LE74	MYO9B	myosin IXB	Homo sapiens	14.787	14.677	14.25	14.454	14.579	15.181	14.371	15.639	14.511	14.878	14.192	NA	14.864	14.814	NA
Q68CV7	SPINDOC	spindlin interactor and repressor of chromatin binding	Homo sapiens	14.064	13.544	13.998	NA	13.923	14.282	13.614	NA	NA	NA	14.23	13.894	NA	NA	NA
A0A1U9X8J0	SKIC2	SKI2 subunit of superkiller complex	Homo sapiens	NA	14.037	13.857	NA	13.335	13.254	NA	NA	13.195	NA	NA	NA	NA	NA	NA
A0A0G2JP35	TBC1D3L	TBC1 domain family member 3L	Homo sapiens	20.837	20.825	20.558	19.944	20.69	20.514	21.002	NA	20.208	20.512	20.146	21.032	20.588	21.004	20.478
A0A024R040	OXCT1	3-oxoacid CoA-transferase 1	Homo sapiens	13.604	13.608	13.122	13.607	NA	NA	NA	14.69	NA	NA	NA	NA	NA	13.71	13.214
A0AAG2TI18	LOC124906410	ubiquitin carboxyl-terminal hydrolase 17-like protein 22	Homo sapiens	19.194	18.698	19.051	18.508	19.179	18.781	18.24	19.35	NA	18.568	18.282	18.78	18.571	17.83	19.105
Q5VWJ9	SNX30	sorting nexin family member 30	Homo sapiens	15.696	15.639	15.931	15.306	16.042	15.864	15.552	16.617	15.822	16.347	15.742	15.909	16.058	16.123	15.972
B2RDW1	RPS27A	ribosomal protein S27a	Homo sapiens	16.091	16.123	16.05	16.465	16.71	16.359	16.294	16.669	16.124	NA	15.983	16.323	16.801	16.822	16.137
A0A140VK65	ATP6V1B2	ATPase H+ transporting V1 subunit B2	Homo sapiens	15.339	14.902	15.055	14.545	14.991	14.846	14.91	16.173	14.768	14.265	15.289	15.155	15.478	NA	15.218
P61088	UBE2N	ubiquitin conjugating enzyme E2 N	Homo sapiens	16.893	16.935	16.452	17.014	16.971	17.311	16.767	17.089	16.499	17.04	17.15	17.235	16.737	17.087	17.129
C9IZK4	MPP4	MAGUK p55 scaffold protein 4	Homo sapiens	15.419	14.853	15.539	15.102	14.98	15.416	14.763	15.428	15.165	NA	15.355	15.184	14.746	15.579	15.202
K7ER89	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit	Homo sapiens	18.913	18.89	19	18.329	18.462	19.322	18.994	20.019	18.604	NA	19.277	19.259	18.862	19.046	18.71
Q96EQ0	SGTB	small glutamine rich tetratricopeptide repeat co-chaperone beta	Homo sapiens	16.219	15.625	16.022	15.934	16.172	16.36	16.615	16.407	15.869	NA	13.717	NA	14.057	NA	NA
A0A087WT05	PCDHGA4	protocadherin gamma subfamily A, 4	Homo sapiens	18.339	18.183	18.261	17.786	17.74	17.921	17.819	18.987	18.197	18.301	17.826	18.021	18.501	17.881	18.449
Q6ZMU5	TRIM72	tripartite motif containing 72	Homo sapiens	15.601	16.12	15.457	15.795	15.325	15.87	15.76	16.335	15.774	15.334	15.865	16.38	15.952	15.89	16.241
D6R9Z7	COX7C	cytochrome c oxidase subunit 7C	Homo sapiens	15.006	15.544	15.571	15.06	15.807	15.798	15.268	15.55	15.119	NA	NA	14.259	NA	NA	NA
O96001	PPP1R17	protein phosphatase 1 regulatory subunit 17	Homo sapiens	15.799	15.691	15.844	15.234	15.729	15.103	15.322	16.279	15.367	NA	15.78	15.683	15.661	15.953	15.595
A4FU77	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200	Homo sapiens	NA	NA	13.906	13.89	14.194	NA	13.491	14.193	NA	NA	13.702	NA	NA	NA	NA
P56750	CLDN17	claudin 17	Homo sapiens	16.4	16.579	17.148	16.166	16.323	17.001	16.82	16.717	16.138	16.135	16.87	17.428	16.694	16.932	16.619
A0A0K0K1K3	ADCY8	adenylate cyclase 8	Homo sapiens	NA	15.111	NA	NA	15.062	NA	14.612	15.297	NA	14.58	15.161	NA	NA	15.093	15.041
P01286	GHRH	growth hormone releasing hormone	Homo sapiens	16.932	16.437	16.765	16.448	17.159	16.969	16.813	17.11	NA	16.1	17.347	16.461	16.501	17.166	16.595
Q2QGD7	ZXDC	ZXD family zinc finger C	Homo sapiens	17.109	15.953	15.97	16.066	16.121	16.547	16.035	16.807	15.853	16.644	16.232	NA	NA	16.483	16.648
A6NHD2	PTCD3	pentatricopeptide repeat domain 3	Homo sapiens	16.747	16.34	16.488	16.459	17.113	16.645	17.224	17.226	16.779	NA	NA	14.643	14.138	14.236	13.909
P17027	ZNF23	zinc finger protein 23	Homo sapiens	17.909	17.832	17.887	17.583	17.992	17.748	17.819	17.43	17.304	17.582	19.729	20.512	19.895	20.254	19.507
A8K3N0	PHOX2A	paired like homeobox 2A	Homo sapiens	15.222	NA	15.05	15.15	14.815	15.155	15.087	15.32	15.007	14.639	14.79	15.179	15.366	NA	NA
Q9BW11	MXD3	MAX dimerization protein 3	Homo sapiens	15.454	15.311	15.068	15.057	16.305	16.075	15.85	16.001	15.587	14.831	15.31	16.105	16.16	15.735	15.528
Q96G46	DUS3L	dihydrouridine synthase 3 like	Homo sapiens	18.289	18.672	17.864	18.698	18.909	16.586	16.9	16.873	16.673	15.949	18.775	19.041	19.137	19.882	18.658
Q2M396	BMF	Bcl2 modifying factor	Homo sapiens	NA	15.528	NA	15.441	15.994	16.005	15.489	NA	14.938	14.743	15.221	15.764	NA	15.493	15.642
B2R940	PAX9	paired box 9	Homo sapiens	21.199	20.698	20.33	20.349	20.465	20.71	20.067	20.714	20.604	20.19	20.604	20.753	20.967	20.895	20.229
Q9ULG6	CCPG1	cell cycle progression 1	Homo sapiens	18.664	NA	18.325	18.612	18.506	17.926	18.498	19.284	18.119	18.444	18.629	19.106	18.835	18.65	18.222
B2R6E3	ANGPT2	angiopoietin 2	Homo sapiens	NA	NA	13.834	NA	NA	13.87	13.684	14.689	12.992	NA	14.006	14.435	NA	14.154	13.577
C9J1C2	LRIT3	leucine rich repeat, Ig-like and transmembrane domains 3	Homo sapiens	17.59	17.207	16.928	17.247	17.177	19.884	18.698	19.802	19.377	18.86	16.567	17.165	17.176	17.401	16.591
B1ANJ4	PARP1	poly(ADP-ribose) polymerase 1	Homo sapiens	18.487	18.05	18.794	17.362	18.709	18.788	17.933	18.698	17.972	NA	17.716	18.64	18.037	19.04	18.305
O95439	CCNE2	cyclin E2	Homo sapiens	17.72	17.41	16.907	16.745	17.269	16.858	NA	18.066	16.678	17.135	16.999	17.75	17.496	17.244	17.338
L8B8F6	BCL11B	BCL11 transcription factor B	Homo sapiens	NA	13.762	13.747	NA	NA	14.354	NA	13.868	13.461	13.19	NA	NA	14.267	13.578	NA
Q9UJX4	ANAPC5	anaphase promoting complex subunit 5	Homo sapiens	16.267	15.344	15.843	16.025	15.876	19.239	18.082	18.807	18.271	18.034	15.587	16.464	15.596	16.667	15.932
A8K050	PGLYRP2	peptidoglycan recognition protein 2	Homo sapiens	13.674	NA	NA	NA	NA	NA	13.897	14.238	NA	NA	NA	NA	13.627	NA	NA
B7ZGX9	LOC124908103	putative ATP-dependent RNA helicase DDX12	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.568	NA	13.229	NA	12.655	12.692
Q5T569	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2	Homo sapiens	NA	14.433	NA	13.627	NA	14.726	NA	14.94	13.828	NA	14.772	NA	14.468	14.623	NA
Q6W3E5	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4	Homo sapiens	16.735	NA	16.451	16.693	16.451	17.138	16.433	16.952	16.462	16.992	16.739	16.636	17.052	NA	17.093
A0A804HI69	ZNF439	zinc finger protein 439	Homo sapiens	NA	NA	14.202	NA	13.715	14.058	13.705	NA	NA	13.965	13.937	13.882	NA	NA	13.908
O00503	CDX2	caudal type homeobox 2	Homo sapiens	18.272	17.994	17.558	17.846	17.148	17.517	17.928	18.955	17.568	17.539	17.61	18.006	17.926	17.83	17.927
A6NK34	LOC101929627	putative exonuclease GOR	Homo sapiens	15.91	15.758	15.72	15.628	16.023	15.85	15.019	16.173	15.658	15.674	15.724	15.913	15.714	NA	15.49
Q15013	MAD2L1BP	MAD2L1 binding protein	Homo sapiens	NA	14.006	NA	NA	14.289	NA	NA	NA	NA	13.499	14.156	NA	13.82	NA	NA
E7EV10	MTA3	metastasis associated 1 family member 3	Homo sapiens	18.18	18.041	17.732	17.416	18.029	16.793	NA	17.56	NA	17.06	17.948	18.546	18.258	18.177	17.769
A0A804F729	PKM	pyruvate kinase M1/2	Homo sapiens	14.628	14.842	15.277	15.417	14.891	NA	14.688	15.535	15.234	15.103	14.423	15.423	15.118	15.973	14.735
Q02548	PAX5	paired box 5	Homo sapiens	18.451	19.073	18.793	18.354	18.583	18.714	18.24	19.52	18.392	18.309	18.667	NA	18.395	18.603	18.217
Q30KQ7	DEFB113	defensin beta 113	Homo sapiens	14.341	14.841	NA	14.414	NA	NA	NA	14.536	NA	14.786	14.429	NA	14.619	NA	NA
B9A6L2	RABGAP1	RAB GTPase activating protein 1	Homo sapiens	NA	NA	14.341	13.506	NA	13.908	13.822	14.602	13.758	NA	NA	13.808	14.682	14.583	13.615
U3KQV5	GZMM	granzyme M	Homo sapiens	15.898	16.105	16.27	NA	16.111	16.136	16.285	15.937	15.998	15.537	16.15	16.119	15.755	16.336	15.522
P51636	CAV2	caveolin 2	Homo sapiens	15.588	15.172	NA	NA	NA	15.472	15.235	15.599	14.685	NA	15.146	15.226	15.729	14.814	14.373
B7Z948	PTPN3	protein tyrosine phosphatase non-receptor type 3	Homo sapiens	NA	NA	NA	11.336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z368	KRT222	keratin 222	Homo sapiens	14.891	14.007	13.778	NA	14.469	14.117	14.415	14.767	NA	NA	16.156	NA	16.097	16.568	15.772
D3DRX0	MTPAP	mitochondrial poly(A) polymerase	Homo sapiens	14.211	13.937	13.64	13.67	13.631	NA	NA	14.104	NA	NA	13.503	NA	NA	NA	NA
A0A3B0ISU4	C1QTNF6	C1q and TNF related 6	Homo sapiens	NA	NA	NA	13.024	13.403	NA	NA	NA	NA	12.896	NA	NA	NA	13.955	NA
A0A0A1HAW1	RAB2A	RAB2A, member RAS oncogene family	Homo sapiens	NA	NA	NA	NA	NA	NA	13.099	NA	NA	NA	NA	NA	NA	NA	NA
A6NJB0	LAYN	layilin	Homo sapiens	15.796	16.15	15.95	15.722	NA	15.816	15.53	NA	15.919	15.708	15.639	16.169	15.956	16.104	15.411
Q96JP2	MYO15B	myosin XVB	Homo sapiens	18.496	17.742	NA	18.085	18.162	18.456	17.883	18.813	18.04	18.105	18.5	18.434	18.168	18.378	18.229
A8K020	ZNF774	zinc finger protein 774	Homo sapiens	NA	12.669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.63	NA	NA
B2R5S5	STRAP	serine/threonine kinase receptor associated protein	Homo sapiens	15.731	15.63	NA	14.869	15.755	14.847	NA	15.567	NA	15.114	15.26	15.878	15.447	15.541	15.519
B4DV24	GRTP1	growth hormone regulated TBC protein 1	Homo sapiens	15.312	15.089	14.784	14.845	14.862	NA	NA	15.528	14.959	14.784	14.662	NA	15.104	15.139	15.006
O95886	DLGAP3	DLG associated protein 3	Homo sapiens	14.971	14.828	15.134	14.183	NA	NA	14.336	NA	14.864	14.075	NA	13.794	NA	NA	NA
A1L3Z2	ATF2	activating transcription factor 2	Homo sapiens	16.466	16.388	16.16	NA	16.168	16.414	16.192	16.975	15.991	15.745	16.589	16.587	16.74	16.338	16.56
A8MTX6	OTOG	otogelin	Homo sapiens	19.705	NA	19.28	19.541	19.462	19.942	19.347	19.745	18.912	18.991	19	20.09	19.719	19.953	19.482
B0ZBE9	NPPB	natriuretic peptide B	Homo sapiens	18.664	18.908	17.968	17.987	18.018	18.241	18.196	19.072	18.101	17.89	NA	17.903	18.629	18.857	17.802
B2RE65	LPAR2	lysophosphatidic acid receptor 2	Homo sapiens	15.219	15.42	15.282	15.039	15.499	15.433	NA	15.69	15.185	15.364	NA	15.118	NA	15.925	15.736
B2R9I6	GPR65	G protein-coupled receptor 65	Homo sapiens	18.918	18.201	18.128	17.925	18.466	18.771	18.296	NA	NA	18.337	18.505	17.745	17.938	18.398	18.011
A0A126GVJ6	OR10G9	olfactory receptor family 10 subfamily G member 9	Homo sapiens	21.402	21.333	21.216	20.747	21.163	22.409	22.594	23.02	22.755	22.825	21.754	21.471	20.899	20.915	20.933
B6ZGU8	NR5A1	nuclear receptor subfamily 5 group A member 1	Homo sapiens	17.16	17.494	17.047	16.853	17.368	17.267	17.389	18.073	17.361	16.774	16.26	16.274	16.28	16.341	16.423
A8MVQ8	GGPS1	geranylgeranyl diphosphate synthase 1	Homo sapiens	NA	NA	14.53	NA	14.379	14.972	NA	NA	NA	NA	NA	14.555	14.431	14.697	14.4
A4QMZ8	BTNL8	butyrophilin like 8	Homo sapiens	17.262	17.444	17.065	16.744	17.073	17.877	16.838	17.854	17.371	16.836	17.543	17.492	17.621	17.56	16.946
B4DYZ1	DDX31	DEAD-box helicase 31	Homo sapiens	15.919	16.191	16.685	15.638	15.967	16.397	15.521	16.212	16.331	16.23	16.095	16.097	16.057	16.057	15.832
A5D8V6	VPS37C	VPS37C subunit of ESCRT-I	Homo sapiens	NA	14.922	15.082	14.171	14.775	NA	15.199	15.443	14.921	14.418	15.386	15.047	15.49	NA	15.147
A8K7I9	EXOC3L1	exocyst complex component 3 like 1	Homo sapiens	NA	16.69	16.608	NA	16.966	16.82	16.762	17.43	16.902	16.327	16.784	17.761	16.013	17.039	16.263
A0A0S2Z3K5	CPA2	carboxypeptidase A2	Homo sapiens	10.782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A096LNW5	NOTCH2NLR	notch 2 N-terminal like R	Homo sapiens	19.039	19.001	18.71	18.639	19.075	18.706	18.459	19.167	18.456	18.656	18.568	18.333	19.364	NA	18.621
A0AAG2TNX0	LOC124906766	putative protein FAM90A10P	Homo sapiens	17.23	16.991	17.064	17.051	17.253	16.979	16.48	17.555	17.263	16.39	17.121	17.448	NA	17.252	17.078
B2RDA7	RNASET2	ribonuclease T2	Homo sapiens	16.554	16.787	16.726	15.99	16.751	17.119	15.921	16.584	16.58	15.99	16.655	16.411	16.778	16.683	16.127
Q53GN7	MRPS30	mitochondrial ribosomal protein S30	Homo sapiens	17.983	17.914	17.95	17.866	17.948	18.147	17.706	18.586	17.784	17.76	18.452	18.126	18.228	18.008	18.088
A0A1B0GVY7	GOLGA8T	golgin A8 family member T	Homo sapiens	14.777	14.516	14.335	NA	14.863	14.022	13.951	14.748	13.787	NA	14.299	NA	14.378	14.402	13.993
Q1WWK4	MRM2	mitochondrial rRNA methyltransferase 2	Homo sapiens	14.88	NA	NA	NA	NA	NA	13.78	15.022	14.454	NA	14.754	NA	NA	14.517	NA
A6NML2	TRPV2	transient receptor potential cation channel subfamily V member 2	Homo sapiens	14.395	NA	NA	14.266	14.942	NA	16.576	NA	15.544	16.319	14.897	15.288	NA	14.887	14.596
B0ZBE0	ADRA1D	adrenoceptor alpha 1D	Homo sapiens	15.282	15.559	16.072	15.343	15.616	15.853	15.67	16.207	15.43	NA	15.796	NA	NA	15.864	15.693
Q9BYU5	KRTAP2-1	keratin associated protein 2-1	Homo sapiens	15.045	NA	14.697	NA	14.507	15.128	NA	NA	13.772	14.914	14.33	NA	NA	NA	NA
A6H8M6	MANEA	mannosidase endo-alpha	Homo sapiens	17.309	17.374	NA	17.301	17.16	17.646	17.665	18.176	17.667	17.507	17.701	18.205	17.543	17.441	17.202
A0A499FJK2	TGFB1	transforming growth factor beta 1	Homo sapiens	16.922	16.31	16.699	16.16	16.815	16.428	16.478	16.553	15.962	15.796	16.758	16.692	16.571	NA	NA
H7C1I0	SLC35E1	solute carrier family 35 member E1	Homo sapiens	15.852	NA	15.381	15.308	16.043	16.27	NA	16.798	16.008	15.146	15.788	15.89	16.019	NA	NA
B0AZU0	MBOAT2	membrane bound glycerophospholipid O-acyltransferase 2	Homo sapiens	NA	15.203	15.514	15.219	15.228	15.565	14.33	15.636	15.143	15.265	15.144	15.451	15.848	15.63	15.767
B3KU49	CPT1C	carnitine palmitoyltransferase 1C	Homo sapiens	NA	14.871	14.746	NA	14.911	14.693	NA	15.054	14.777	14.51	NA	14.787	NA	14.891	14.657
O94835	SACS	sacsin molecular chaperone	Homo sapiens	15.351	14.896	14.954	NA	14.882	15.2	15.297	15.247	14.796	14.66	15.089	15.442	15.54	15.556	NA
Q53Z56	CBLN2	cerebellin 2 precursor	Homo sapiens	17.007	17.541	17.197	17.026	17.649	17.993	17.685	17.686	17.509	17.183	17.319	18.2	NA	17.335	17.705
A0A126GVM0	OR6X1	olfactory receptor family 6 subfamily X member 1	Homo sapiens	16.05	15.82	NA	15.225	16.036	15.588	15.457	16.343	15.424	16.064	NA	16.03	15.732	15.781	15.954
A0A024R579	GPHA2	glycoprotein hormone subunit alpha 2	Homo sapiens	16.029	14.939	15.35	15.378	15.979	15.672	15.835	16.616	16.074	15.403	NA	16.145	16.309	16.299	15.886
Q14865	ARID5B	AT-rich interaction domain 5B	Homo sapiens	15.018	14.451	14.735	13.994	NA	NA	NA	15.528	14.275	15.132	NA	14.85	15.348	14.543	NA
B1AHA4	NUP50	nucleoporin 50	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.53	NA	12.925	12.848
B2R895	MMADHC	metabolism of cobalamin associated D	Homo sapiens	15.579	14.695	14.895	14.582	14.413	15.145	NA	NA	13.915	14.801	NA	14.917	15.207	15.196	14.479
D3DR59	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	Homo sapiens	18.014	18.013	17.913	17.295	17.807	18.16	17.653	18.4	17.653	NA	18.213	NA	18.032	17.716	17.507
A0A140VJK2	GPD2	glycerol-3-phosphate dehydrogenase 2	Homo sapiens	16.02	15.523	15.448	15.885	NA	15.335	15.453	NA	15.962	15.431	15.859	16.374	15.883	16.248	15.958
Q96MG2	JSRP1	junctional sarcoplasmic reticulum protein 1	Homo sapiens	NA	NA	14.47	NA	14.48	NA	14.544	14.992	NA	14.145	14.699	14.9	14.522	15.11	14.574
A3KFJ6	QRFP	pyroglutamylated RFamide peptide	Homo sapiens	17.08	16.529	17.024	16.871	16.886	19.678	NA	19.618	NA	18.99	16.829	17.02	16.76	17.363	17.221
B7ZBG9	EIF6	eukaryotic translation initiation factor 6	Homo sapiens	NA	NA	NA	NA	13.386	NA	12.403	NA	NA	NA	NA	12.951	NA	NA	NA
A8K2P7	STARD4	StAR related lipid transfer domain containing 4	Homo sapiens	NA	13.665	NA	13.652	13.963	14.41	13.877	14.37	13.835	NA	13.42	14.251	13.99	13.948	14.058
Q86XN8	MEX3D	mex-3 RNA binding family member D	Homo sapiens	16.591	15.666	16.316	15.695	16.38	15.416	15.259	16.417	16.007	15.762	16.042	15.652	16.026	16.437	15.511
G3V1K2	RXYLT1	ribitol xylosyltransferase 1	Homo sapiens	14.285	13.655	NA	13.33	NA	NA	NA	NA	14	13.815	15.309	15.114	14.804	14.791	14.613
D3DUL7	WFDC1	WAP four-disulfide core domain 1	Homo sapiens	17.234	17.444	17.243	16.791	17.352	17.316	NA	18.063	NA	16.762	16.951	17.028	17.249	17.53	17.098
P04554	PRM2	protamine 2	Homo sapiens	NA	NA	13.618	13.321	NA	13.585	NA	13.435	12.951	12.768	13.247	NA	13.55	NA	NA
Q2PPL5	TRMU	tRNA mitochondrial 2-thiouridylase	Homo sapiens	18.825	18.749	18.69	17.76	18.603	19.235	18.832	19.139	18.474	18.639	18.374	19.117	18.518	18.883	18.726
P39059	COL15A1	collagen type XV alpha 1 chain	Homo sapiens	17.588	17.114	17.298	17.139	17.565	17.425	16.782	17.506	16.743	17.085	17.655	17.792	17.364	17.377	16.768
F6T7Q3	FKBP1C	FKBP prolyl isomerase family member 1C	Homo sapiens	13.893	NA	NA	NA	NA	NA	12.933	NA	NA	12.921	NA	NA	13.306	NA	NA
A0A087WTD7	AKAP13	A-kinase anchoring protein 13	Homo sapiens	19.268	19.152	19.044	19.41	19.296	18.797	18.603	19.753	19.17	18.41	19.002	19.063	18.619	18.978	19.142
B5BU44	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	Homo sapiens	16.449	16.101	15.679	15.377	16.087	16.869	NA	16.333	16.067	15.993	15.459	16.54	15.662	16.334	15.911
A0A0B4J291	CDYL2	chromodomain Y like 2	Homo sapiens	18.843	18.526	19.167	18.697	18.688	18.886	18.292	18.832	17.937	18.414	NA	18.698	19.387	19.144	18.565
A6PVF2	WFDC3	WAP four-disulfide core domain 3	Homo sapiens	16.276	16.993	16.72	16.348	16.775	17.122	16.539	16.864	16.56	16.364	17.197	17.133	17.391	17.118	16.345
A0A1B0GUS4	UBE2L5	ubiquitin conjugating enzyme E2 L5	Homo sapiens	15.958	15.952	16.259	15.21	15.869	16.202	15.774	15.664	15.819	NA	16.918	17.198	16.817	17.092	16.226
A0A8I5KQM7	TRIM52	tripartite motif containing 52	Homo sapiens	14.22	NA	13.479	13.515	14.015	NA	13.99	NA	13.84	13.866	NA	14.647	13.49	NA	13.667
A0A1I9UVK8	CAV3	caveolin 3	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.755	NA	NA
B4DT22	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	Homo sapiens	17.111	17.596	17.533	16.462	18.151	17.739	17.059	17.364	16.755	16.944	16.885	17.924	17.004	17.662	17.083
Q96EL3	MRPL53	mitochondrial ribosomal protein L53	Homo sapiens	NA	17.352	16.765	16.902	17.195	16.95	17.088	17.504	16.997	16.128	17.128	NA	16.886	17.29	17.074
A0A2R8Y5P2	DEPDC5	DEP domain containing 5, GATOR1 subcomplex subunit	Homo sapiens	14.682	14.895	14.829	14.721	14.601	14.659	15.045	15.86	14.45	NA	14.286	14.916	14.802	15.11	NA
